#Organism Group,Strain,Serovar,Isolate,Create Date,Location,Isolation Source,Isolation type,Host,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,K-mer group
"E.coli and Shigella","633016","Escherichia coli","PDT000402777.1","2018-11-04T10:44:20Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens","PDS000004334.14",19,,"SAMN10370070",,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","LVSTRB96",,"PDT000520903.1","2019-06-11T19:04:30Z","Latvia","clinical sample","clinical","Homo sapiens","PDS000046391.2",11,,"SAMN11232894","GCA_006234435.1","aac(6')-Ib-cr5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA-1,catB3,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","LVSTRB153",,"PDT000520913.1","2019-06-11T19:07:54Z","Latvia","clinical sample","clinical","Homo sapiens","PDS000046391.2",3,,"SAMN11232878","GCA_006234695.1","aac(6')-Ib-cr5,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA-1,catB3,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","LVSTRB141",,"PDT000520917.1","2019-06-11T19:09:17Z","Latvia","clinical sample","clinical","Homo sapiens","PDS000046391.2",2,,"SAMN11232871","GCA_006234785.1","aac(6')-Ib-cr5,ant(2'')-Ia,aph(3'')-Ib,aph(3')-VIa,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA-1,catB3,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","LVSTRB120",,"PDT000520922.1","2019-06-11T19:10:44Z","Latvia","clinical sample","clinical","Homo sapiens","PDS000046391.2",2,,"SAMN11232862","GCA_006234895.1","aac(6')-Ib-cr5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA-1,catB3,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","LVSTRB116",,"PDT000520927.1","2019-06-11T19:12:49Z","Latvia","clinical sample","clinical","Homo sapiens","PDS000046391.2",2,,"SAMN11232858","GCA_006234955.1","aac(6')-Ib-cr5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA-1,catB3,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","LVSTRB109",,"PDT000520931.1","2019-06-11T19:13:35Z","Latvia","clinical sample","clinical","Homo sapiens","PDS000046391.2",2,,"SAMN11232854","GCA_006235025.1","aac(6')-Ib-cr5,blaCTX-M,blaEC,blaOXA-1,catB3,tet(A)","PDG000000004.1583"
"E.coli and Shigella","LVNMSB168",,"PDT000520945.1","2019-06-11T19:26:39Z","Latvia","clinical sample","clinical","Homo sapiens","PDS000046391.2",3,,"SAMN11232831","GCA_006235355.1","aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA-1,catB3,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","LVEASB57",,"PDT000520950.1","2019-06-11T19:33:48Z","Latvia","clinical sample","clinical","Homo sapiens","PDS000046391.2",4,,"SAMN11232816","GCA_006235515.1","aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA-1,catB3,dfrA17,mph(A),qacEdelta1,sul1,sul2","PDG000000004.1583"
"E.coli and Shigella","LVEASB22",,"PDT000520965.1","2019-06-11T19:40:57Z","Latvia","clinical sample","clinical","Homo sapiens","PDS000046391.2",2,,"SAMN11232798","GCA_006235755.1","aac(6')-Ib-cr5,aadA5,blaCTX-M-15,blaEC,blaOXA-1,catB3,dfrA17,mph(A),qacEdelta1,sul1,tet(A)","PDG000000004.1583"
"E.coli and Shigella","LTVUHB41",,"PDT000520971.1","2019-06-11T19:42:08Z","Lithuania","clinical sample","clinical","Homo sapiens","PDS000046391.2",10,,"SAMN11232781","GCA_006235905.1","aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA-1,blaTEM-1,catB3,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","LVSTRB91",,"PDT000520995.1","2019-06-11T19:47:48Z","Latvia","clinical sample","clinical","Homo sapiens","PDS000046391.2",8,,"SAMN11232891","GCA_006236385.1","aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA-1,catB3,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","LVSTRB161",,"PDT000520996.1","2019-06-11T19:48:08Z","Latvia","clinical sample","clinical","Homo sapiens","PDS000046391.2",6,,"SAMN11232882","GCA_006236435.1","aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA-1,catB3,dfrA17,mph(A),qacEdelta1,sul1,sul2","PDG000000004.1583"
"E.coli and Shigella","LVSTRB106",,"PDT000521003.1","2019-06-11T19:49:57Z","Latvia","clinical sample","clinical","Homo sapiens","PDS000046391.2",7,,"SAMN11232852","GCA_006236555.1","aac(6')-Ib-cr5,aadA5,aph(6)-Id,arr-3,blaCTX-M,blaEC,blaOXA-1,blaSHV-2A,catB3,dfrA17,fosA5,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","LVEASB20",,"PDT000521021.1","2019-06-11T19:53:23Z","Latvia","clinical sample","clinical","Homo sapiens","PDS000046391.2",2,,"SAMN11232797","GCA_006236915.1","aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA-1,catB3,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","LTVUHB46",,"PDT000521028.1","2019-06-11T19:55:11Z","Lithuania","clinical sample","clinical","Homo sapiens","PDS000046391.2",6,,"SAMN11232784","GCA_006237005.1","aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA-1,catB3,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","LVLIEB72",,"PDT000526184.1","2019-06-18T16:31:05Z","Latvia","clinical sample","clinical","Homo sapiens","PDS000046391.2",14,,"SAMN11232822","GCA_006352145.1","aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA-1,catB3,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","NMSU-00146","O157:H7","PDT000421813.1","2018-12-20T18:48:19Z","USA:WA","clinical","clinical","Homo sapiens","PDS000035294.12",1,1,"SAMN03997251",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","NMSU-00147","O157:H7","PDT000421817.1","2018-12-20T18:48:19Z","USA:WA","clinical","clinical","Homo sapiens","PDS000035294.12",1,0,"SAMN03997252",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","FHI102","104","PDT000050569.1","2015-03-03T15:09:36Z","Norway","Human faeces","clinical","Homo sapiens","PDS000000589.37",3,3,"SAMEA2593980","GCA_000936495.1","aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaTEM-1,blaTEM-181,dfrA7,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","338","O104:H4","PDT000050677.1","2015-03-05T13:01:40Z","Netherlands: Groningen","stool","clinical","Homo sapiens","PDS000000589.37",1,34,"SAMN03074547","GCA_000947945.1","blaEC,blaTEM-1,dfrA7,qacEdelta1,sul1","PDG000000004.1583"
"E.coli and Shigella","381-4","O104:H4","PDT000050678.1","2015-03-05T13:01:42Z","Netherlands: Groningen","stool","clinical","Homo sapiens","PDS000000589.37",1,35,"SAMN03075146","GCA_000947935.1","blaEC,blaTEM-1,dfrA7,qacEdelta1,sul1","PDG000000004.1583"
"E.coli and Shigella","7N","O104:H4","PDT000050679.1","2015-03-05T14:01:24Z","Germany","stool","clinical","Homo sapiens","PDS000000589.37",1,1,"SAMN03075177","GCA_000947975.1","aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaTEM-1,dfrA7,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","8G","O104:H4","PDT000050680.1","2015-03-05T14:01:25Z","Germany","stool","clinical","Homo sapiens","PDS000000589.37",0,0,"SAMN03075188","GCA_000947995.1","aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaTEM-1,dfrA7,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","381-1","O104:H4","PDT000050681.1","2015-03-05T14:01:28Z","Netherlands: Groningen","stool","clinical","Homo sapiens","PDS000000589.37",1,35,"SAMN03075144","GCA_000947985.1","blaCTX-M-15,blaEC,blaTEM-1,dfrA7,qacEdelta1,sul1","PDG000000004.1583"
"E.coli and Shigella","9Z","O104:H4","PDT000050683.1","2015-03-05T14:01:50Z","Germany","stool","clinical","Homo sapiens","PDS000000589.37",0,0,"SAMN03075216","GCA_000948055.1","aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaTEM-1,dfrA7,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","HUSEC2011","O104:H4","PDT000052327.1","2015-03-31T18:40:51Z","Germany:Frankfurt am Main",,"clinical","Homo sapiens","PDS000000589.37",2,2,"SAMEA3865278","GCA_000967155.1","aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaTEM-1,dfrA7,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","11-3088",,"PDT000086982.1","2015-10-09T20:04:45Z","Canada: Alberta",,"clinical","Homo sapiens","PDS000000589.37",2,3,"SAMN03393405","GCA_001309755.1","aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaTEM-1,dfrA7,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000205133.1","2017-04-25T19:41:57Z","Germany","Enriched culture","clinical","Homo sapiens","PDS000000589.37",1,1,"SAMN03168461",,"aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaTEM-1,dfrA7,qacEdelta1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","11-3088_1",,"PDT000209472.1","2017-05-16T20:02:23Z","Canada",,"clinical","Homo sapiens","PDS000000589.37",20,21,"SAMN05301327","GCA_002144135.1","aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,dfrA7,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","11-3088_100",,"PDT000209473.1","2017-05-16T20:02:30Z","Canada",,"clinical","Homo sapiens","PDS000000589.37",13,14,"SAMN05301328","GCA_002144145.1","aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,dfrA7,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","FDAARGOS_403",,"PDT000246720.1","2017-09-28T13:56:24Z",,"human","clinical","Homo sapiens","PDS000000589.37",2,2,"SAMN07312447","GCA_002393365.1","aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaTEM-1,dfrA7,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","FDAARGOS_401",,"PDT000246721.1","2017-09-28T13:58:01Z","Georgia","stool","clinical","Homo sapiens","PDS000000589.37",0,0,"SAMN07312445","GCA_002393465.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA7,qacEdelta1,sul1,sul2","PDG000000004.1583"
"E.coli and Shigella","MOD1-EC2006",,"PDT000251375.1","2017-10-11T14:40:36Z","USA: MI","feces","clinical","Homo sapiens","PDS000000589.37",2,3,"SAMN05296554","GCA_002509865.1","aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaTEM-1,dfrA7,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","FDAARGOS_402",,"PDT000253651.1","2017-10-16T15:15:10Z",,"human","clinical","Homo sapiens","PDS000000589.37",2,2,"SAMN07312446","GCA_002554485.1","aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaTEM,blaTEM-1,dfrA7,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","432756","Escherichia coli","PDT000316197.1","2018-05-21T22:27:31Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens","PDS000000589.37",27,39,"SAMN09222112","GCA_004157795.1","blaEC,blaTEM-1,dfrA7,qacEdelta1","PDG000000004.1583"
"E.coli and Shigella","424569","Escherichia coli","PDT000325769.1","2018-06-09T05:59:11Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens","PDS000000589.37",27,42,"SAMN09385850",,"blaEC,blaTEM-1,dfrA7,qacEdelta1","PDG000000004.1583"
"E.coli and Shigella","NCM3722",,"PDT000068830.1","2015-06-30T16:51:09Z","USA: California",,"clinical","Homo sapiens","PDS000003297.48",42,10,"SAMN03659038","GCA_001043215.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","TUM1134",,"PDT000321326.1","2018-05-29T20:45:14Z",,,"clinical","Homo sapiens","PDS000003297.48",15,10,"SAMD00115664","GCA_003175255.1","aac(3)-IIa,aadA1,aph(3''),aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-4,dfrA1,sat2,sul1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","TUM1136",,"PDT000321328.1","2018-05-29T20:48:09Z",,,"clinical","Homo sapiens","PDS000003297.48",7,16,"SAMD00115666","GCA_003175295.1","aac(3)-Ic,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaOXA-4,blaTEM-6,catA1,qacEdelta1,sul1","PDG000000004.1583"
"E.coli and Shigella","TUM1825",,"PDT000321345.1","2018-05-29T22:00:11Z",,,"clinical","Homo sapiens","PDS000003297.48",36,33,"SAMD00115700","GCA_003176355.1","aph(3')-Ib,blaEC,blaTEM-2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","TUM1826",,"PDT000321346.1","2018-05-29T22:03:40Z",,,"clinical","Homo sapiens","PDS000003297.48",32,41,"SAMD00115701","GCA_003176375.1","aac(6')-Ib3,blaEC,qacEdelta1,sul1,tet(A)","PDG000000004.1583"
"E.coli and Shigella","SWEC456",,"PDT000380125.1","2018-09-13T21:38:13Z","China: Lu Zhou",,"clinical","Homo sapiens","PDS000003297.48",6,1,"SAMN09831795","GCA_003569885.1","aph(3')-Ia,blaEC,blaKPC-2","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000475381.1","2019-03-08T21:56:39Z","Germany: Saxony-Anhalt","laboratory","clinical","Homo sapiens","PDS000003297.48",3,6,"SAMN09650203",,"aac(3)-IId,aac(6')-Ib-cr5,aph(3'')-Ib,aph(6)-Id,arr-3,blaEC,blaKPC-2,blaOXA,blaOXA-1,blaTEM,blaTEM-1,catB3,dfrA19,mph(A),qacE,qacEdelta1,qnrB,qnrB2,sul1","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000475382.1","2019-03-08T21:56:41Z","Germany: Saxony-Anhalt","laboratory","clinical","Homo sapiens","PDS000003297.48",2,7,"SAMN09650202",,"aac(3)-IId,aac(6')-Ib-cr5,aph(3'')-Ib,aph(6)-Id,arr-3,blaEC,blaKPC-2,blaOXA,blaTEM-1,catB3,dfrA19,mph(A),qacE,qacEdelta1,qnrB2,sul1","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000475383.1","2019-03-08T21:56:42Z","Germany: Saxony-Anhalt","laboratory","clinical","Homo sapiens","PDS000003297.48",1,5,"SAMN09650200",,"aac(3)-IId,aac(6')-Ib-cr5,aph(3'')-Ib,aph(6)-Id,arr-3,blaEC,blaKPC-2,blaOXA-1,blaTEM-1,catB3,dfrA19,qacEdelta1,sul1","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000475384.1","2019-03-08T21:56:42Z","Germany: Saxony-Anhalt","laboratory","clinical","Homo sapiens","PDS000003297.48",1,6,"SAMN09650201",,"aac(3)-IId,aac(6')-Ib-cr5,aph(3'')-Ib,aph(6)-Id,arr-3,blaEC,blaKPC-2,blaOXA-1,blaTEM-1,catB3,dfrA19,qacEdelta1,sul1","PDG000000004.1583"
"E.coli and Shigella","T38-J53-mcr3-tc",,"PDT000538941.1","2019-07-03T03:20:19Z","Thailand","feces","clinical","Homo sapiens","PDS000003297.48",13,11,"SAMN12107582","GCA_006546485.1","aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaEC,bleO,mcr-3.1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","T38-J53-mcr1-tc",,"PDT000538942.1","2019-07-03T03:20:35Z","Thailand","feces","clinical","Homo sapiens","PDS000003297.48",8,6,"SAMN12107581","GCA_006546495.1","blaEC,mcr-1.1","PDG000000004.1583"
"E.coli and Shigella","PNUSAE005862",,"PDT000215134.2","2017-06-02T21:34:47Z","USA","stool","clinical","Homo sapiens","PDS000035300.19",12,23,"SAMN07159565",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","STEC_180152",,"PDT000598812.1","2019-10-01T03:52:06Z","USA: Nebraska",,"clinical","Homo sapiens","PDS000003575.58",0,48,"SAMN11127572","GCA_008756595.1",,"PDG000000004.1583"
"E.coli and Shigella","TX-ACB1303099",,"PDT000144175.2","2016-08-11T14:18:29Z","USA:TX","stool","clinical","Homo sapiens","PDS000034083.35",11,13,"SAMN05371118",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","PNUSAE011342",,"PDT000270655.2","2017-12-11T17:42:31Z","USA",,"clinical","Homo sapiens","PDS000034083.35",16,24,"SAMN08146325",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","PNUSAE010914",,"PDT000273504.2","2017-12-20T16:40:51Z","USA",,"clinical","Homo sapiens","PDS000034005.7",3,,"SAMN08196808",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","STEC_170834",,"PDT000598822.1","2019-10-01T03:58:13Z","USA: Nebraska",,"clinical","Homo sapiens","PDS000034005.7",1,,"SAMN11127562","GCA_008756995.1",,"PDG000000004.1583"
"E.coli and Shigella","70626","O55","PDT000115418.2","2016-03-19T04:12:46Z","United Kingdom: South of England","human","clinical","Homo sapiens","PDS000005903.18",0,1,"SAMN04567833",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","101285","O55","PDT000115421.2","2016-03-19T04:12:46Z","United Kingdom: South of England","human","clinical","Homo sapiens","PDS000005903.18",1,2,"SAMN04567836",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","66002","O55","PDT000115426.2","2016-03-19T04:12:46Z","United Kingdom: South of England","human","clinical","Homo sapiens","PDS000005903.18",1,1,"SAMN04567968",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","65982","O55","PDT000115435.2","2016-03-19T04:12:46Z","United Kingdom: South of England","human","clinical","Homo sapiens","PDS000005903.18",2,3,"SAMN04567977",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","65958","O55","PDT000115438.2","2016-03-19T04:12:47Z","United Kingdom: South of England","human","clinical","Homo sapiens","PDS000005903.18",1,2,"SAMN04567980",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","101293","O55","PDT000115453.2","2016-03-19T04:12:47Z","United Kingdom: North of England","human","clinical","Homo sapiens","PDS000005903.18",0,0,"SAMN04568148",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","101295","O55","PDT000115462.2","2016-03-19T04:12:48Z","United Kingdom: South of England","human","clinical","Homo sapiens","PDS000005903.18",0,1,"SAMN04568158",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","65936","O55","PDT000115472.2","2016-03-19T04:12:48Z","United Kingdom: South of England","human","clinical","Homo sapiens","PDS000005903.18",2,2,"SAMN04568168",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","101288","O55","PDT000115483.2","2016-03-19T04:12:49Z","United Kingdom: South of England","human","clinical","Homo sapiens","PDS000005903.18",0,1,"SAMN04568179",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","101289","O55","PDT000115484.2","2016-03-19T04:12:49Z","United Kingdom: South of England","human","clinical","Homo sapiens","PDS000005903.18",1,2,"SAMN04568180",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","176252","O55:H7","PDT000131980.2","2016-05-25T04:13:58Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",0,2,"SAMN05170682",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","178767","O55:H7","PDT000131992.2","2016-05-25T04:13:59Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",1,3,"SAMN05170695",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","163214","O55","PDT000131994.2","2016-05-25T04:13:59Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",0,2,"SAMN05170697",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","178712","O55:H7","PDT000132012.2","2016-05-25T04:14:00Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",0,10,"SAMN05170784",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","147826","O55","PDT000132027.2","2016-05-25T04:14:01Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",4,6,"SAMN05170799",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","185421","O55:H7","PDT000132051.2","2016-05-25T04:14:02Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",1,3,"SAMN05170824",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","129383","O55","PDT000132054.2","2016-05-25T04:14:02Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",0,3,"SAMN05170827",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","178717","O55:H7","PDT000132074.2","2016-05-25T04:14:03Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",0,2,"SAMN05170847",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","158910","O55","PDT000132092.2","2016-05-25T04:14:04Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",1,3,"SAMN05170865",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","170315","O40","PDT000132102.2","2016-05-25T04:14:04Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",0,10,"SAMN05170877",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","136729","O55","PDT000132112.2","2016-05-25T04:14:04Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",0,3,"SAMN05170887",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","185420","O55:H7","PDT000132118.2","2016-05-25T04:14:04Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",0,2,"SAMN05170893",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","158907","O55","PDT000132120.2","2016-05-25T04:14:05Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",0,2,"SAMN05170895",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","183597","O55:H7","PDT000132155.2","2016-05-25T04:14:06Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",1,3,"SAMN05170565",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","170300","O55","PDT000132163.2","2016-05-25T04:14:06Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",0,2,"SAMN05170573",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","136731","O55","PDT000132199.2","2016-05-25T04:14:07Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",2,2,"SAMN05170668",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","199817","O55:H7","PDT000132236.2","2016-05-25T04:14:09Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",0,2,"SAMN05171031",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","158909","O55","PDT000132273.2","2016-05-25T04:14:10Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",0,2,"SAMN05171122",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","158908","O55","PDT000132331.2","2016-05-25T08:15:28Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",0,2,"SAMN05171833",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","163215","O55","PDT000132335.2","2016-05-25T08:15:28Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",1,3,"SAMN05171837",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","174665","O55:H7","PDT000132351.2","2016-05-25T08:15:29Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",0,10,"SAMN05171853",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","202224","O55:H7","PDT000132360.2","2016-05-25T08:15:30Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",0,2,"SAMN05171863",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","170301","O55","PDT000132376.2","2016-05-25T08:15:31Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",1,3,"SAMN05171882",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","166335","O55","PDT000132380.2","2016-05-25T08:15:31Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",0,0,"SAMN05171886",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","170421","O55","PDT000132391.2","2016-05-25T08:15:32Z","United Kingdom: None","human","clinical","Homo sapiens","PDS000005903.18",0,10,"SAMN05171897",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","183705","O55:H7","PDT000148032.2","2016-09-08T04:16:35Z","United Kingdom: South of England","human","clinical","Homo sapiens","PDS000005903.18",0,2,"SAMN05735307",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","299388","Escherichia coli","PDT000155446.2","2016-11-02T23:18:11Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens","PDS000005903.18",0,9,"SAMN05965734",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
"E.coli and Shigella","168497","Escherichia coli","PDT000155821.2","2016-11-03T04:18:38Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens","PDS000005903.18",1,3,"SAMN05966292",,"aadA1,blaEC,dfrA1,sat1","PDG000000004.1583"
